Geographic Area,StateCode,CountyCode,Estate Code,Category,Population
Estate Contant,78,30,26300,"Not Hispanic, Black",2266
Estate Crown and Hawk,78,30,27850,"Not Hispanic, Black",50
Estate Demarara,78,30,29100,"Not Hispanic, Black",2160
Estate Donoe,78,30,30550,"Not Hispanic, Black",145
Estate Dorothea,78,30,30650,"Not Hispanic, Black",217
Estate Eastern Water Island,78,30,34700,"Not Hispanic, Black",2
Estate Elizabeth,78,30,34800,"Not Hispanic, Black",73
Estate Fortuna,78,30,35890,"Not Hispanic, Black",815
Estate Fortuna Hill,78,30,35900,"Not Hispanic, Black",43
Estate Frenchman Bay,78,30,40300,"Not Hispanic, Black",601
Estate Frydendal,78,30,42450,"Not Hispanic, Black",817
Estate Frydenhoj,78,30,42500,"Not Hispanic, Black",939
Estate Great St. James Island,78,30,45550,"Not Hispanic, Black",8
Estate Hassel Island,78,30,47100,"Not Hispanic, Black",5
Estate Herleins Kob,78,30,47300,"Not Hispanic, Black",0
Estate Hoffman,78,30,47950,"Not Hispanic, Black",0
Estate Honduras,78,30,48060,"Not Hispanic, Black",371
Estate Hope,78,30,48120,"Not Hispanic, Black",78
Estate Hospital Ground,78,30,48160,"Not Hispanic, Black",117
Estate Hull,78,30,48180,"Not Hispanic, Black",103
Estate Inner Brass Island,78,30,48500,"Not Hispanic, Black",0
Estate John Brewers Bay,78,30,49750,"Not Hispanic, Black",8
Estate Kings Quarter,78,30,50575,"Not Hispanic, Black",3371
Estate Langmath Mariendal,78,30,53810,"Not Hispanic, Black",872
Estate Lerkenlund,78,30,54650,"Not Hispanic, Black",204
Estate Lilliendal and Marienhoj,78,30,54825,"Not Hispanic, Black",218
Estate Lindbergh Bay,78,30,54875,"Not Hispanic, Black",1555
Estate Little St. James Island,78,30,54990,"Not Hispanic, Black",0
Estate Little St. Thomas,78,30,54995,"Not Hispanic, Black",20
Estate Lovenlund,78,30,55800,"Not Hispanic, Black",620
Estate Lower John Dunko,78,30,55850,"Not Hispanic, Black",369
Estate Mafolie,78,30,56620,"Not Hispanic, Black",45
Estate Magens Bay,78,30,56630,"Not Hispanic, Black",0
Estate Mandal,78,30,56840,"Not Hispanic, Black",322
Estate Misgunst,78,30,57320,"Not Hispanic, Black",23
Estate Nadir,78,30,58150,"Not Hispanic, Black",918
Estate Nazareth,78,30,58400,"Not Hispanic, Black",594
Estate Neltjeberg,78,30,58750,"Not Hispanic, Black",25
Estate New Herrnhut,78,30,58825,"Not Hispanic, Black",47
Estate Nisky,78,30,59200,"Not Hispanic, Black",84
Estate Outer Brass Island,78,30,62800,"Not Hispanic, Black",0
Estate Pearl,78,30,63950,"Not Hispanic, Black",174
Estate Perseverance,78,30,64010,"Not Hispanic, Black",10
Estate Peterborg,78,30,64050,"Not Hispanic, Black",56
Estate Queens Quarter,78,30,65070,"Not Hispanic, Black",757
Estate Raphune,78,30,65125,"Not Hispanic, Black",52
Estate Ross,78,30,66200,"Not Hispanic, Black",87
Estate St. Joseph and Rosendal,78,30,67660,"Not Hispanic, Black",498
Estate St. Peter,78,30,67800,"Not Hispanic, Black",79
Estate Santa Maria,78,30,68800,"Not Hispanic, Black",174
Estate Smith Bay,78,30,72500,"Not Hispanic, Black",1971
Estate Solberg,78,30,73550,"Not Hispanic, Black",847
Estate Sorgenfri,78,30,73800,"Not Hispanic, Black",111
Estate Staabi,78,30,76400,"Not Hispanic, Black",0
Estate Tabor and Harmony,78,30,77730,"Not Hispanic, Black",84
Estate Thomas,78,30,78150,"Not Hispanic, Black",2225
Estate Upper John Dunko,78,30,80260,"Not Hispanic, Black",187
Estate Western Water Island,78,30,83500,"Not Hispanic, Black",1
Estate Wintberg,78,30,85850,"Not Hispanic, Black",684
Estate Zufriedenheit,78,30,86200,"Not Hispanic, Black",3
Charlotte Amalie town,78,30,-1,"Not Hispanic, Black",7630
Charlotte Amalie East CDP,78,30,-1,"Not Hispanic, Black",2153
Charlotte Amalie West CDP,78,30,-1,"Not Hispanic, Black",4014
Christiansted town,78,10,-1,"Not Hispanic, Black",1335
Coral Bay CDP,78,20,-1,"Not Hispanic, Black",212
Cruz Bay CDP,78,20,-1,"Not Hispanic, Black",1522
Frederiksted town,78,10,-1,"Not Hispanic, Black",579
Frederiksted Southeast CDP,78,10,-1,"Not Hispanic, Black",1456
Red Hook CDP,78,30,-1,"Not Hispanic, Black",86
Tutu CDP,78,30,-1,"Not Hispanic, Black",6554
United States Virgin Islands,78,-1,-1,"Not Hispanic, White",14352
St. Croix Island,78,10,-1,"Not Hispanic, White",5735
Anna's Hope Village subdistrict,78,10,-1,"Not Hispanic, White",533
Christiansted subdistrict,78,10,-1,"Not Hispanic, White",273
East End subdistrict,78,10,-1,"Not Hispanic, White",1095
Frederiksted subdistrict,78,10,-1,"Not Hispanic, White",196
Northcentral subdistrict,78,10,-1,"Not Hispanic, White",501
Northwest subdistrict,78,10,-1,"Not Hispanic, White",656
Sion Farm subdistrict,78,10,-1,"Not Hispanic, White",1572
Southcentral subdistrict,78,10,-1,"Not Hispanic, White",472
Southwest subdistrict,78,10,-1,"Not Hispanic, White",437
St. John Island,78,20,-1,"Not Hispanic, White",1549
Central subdistrict,78,20,-1,"Not Hispanic, White",391
Coral Bay subdistrict,78,20,-1,"Not Hispanic, White",311
Cruz Bay subdistrict,78,20,-1,"Not Hispanic, White",816
East End subdistrict,78,20,-1,"Not Hispanic, White",31
St. Thomas Island,78,30,-1,"Not Hispanic, White",7068
Charlotte Amalie subdistrict,78,30,-1,"Not Hispanic, White",1049
East End subdistrict,78,30,-1,"Not Hispanic, White",1276
Northside subdistrict,78,30,-1,"Not Hispanic, White",3397
Southside subdistrict,78,30,-1,"Not Hispanic, White",741
Tutu subdistrict,78,30,-1,"Not Hispanic, White",192
Water Island subdistrict,78,30,-1,"Not Hispanic, White",161
West End subdistrict,78,30,-1,"Not Hispanic, White",252
Estate Adventure,78,10,70,"Not Hispanic, White",0
Estate Allandale,78,10,600,"Not Hispanic, White",0
Estate All for the Better,78,10,800,"Not Hispanic, White",43
Estate Altona,78,10,1400,"Not Hispanic, White",64
Estate Anguilla,78,10,2500,"Not Hispanic, White",0
Estate Annaberg and Shannon Grove,78,10,3550,"Not Hispanic, White",0
Estate Annaly,78,10,3630,"Not Hispanic, White",8
Estate Annas Hope,78,10,3800,"Not Hispanic, White",41
Estate A Piece of Land,78,10,5540,"Not Hispanic, White",0
Estate Barren Spot 1,78,10,5575,"Not Hispanic, White",0
Estate Barren Spot 2,78,10,5585,"Not Hispanic, White",91
Estate Becks Grove,78,10,6175,"Not Hispanic, White",0
Estate Beeston Hill,78,10,6225,"Not Hispanic, White",70
Estate Bellevue,78,10,6260,"Not Hispanic, White",4
Estate Belvedere,78,10,6310,"Not Hispanic, White",36
Estate Bethlehem Middle Works,78,10,7100,"Not Hispanic, White",0
Estate Bethlehem Old Works,78,10,7400,"Not Hispanic, White",11
Estate Betsys Jewel,78,10,7500,"Not Hispanic, White",13
Estate Bettys Hope,78,10,7650,"Not Hispanic, White",0
Estate Blessing,78,10,7850,"Not Hispanic, White",55
Estate Bodkin,78,10,7910,"Not Hispanic, White",0
Estate Body Slob North,78,10,7920,"Not Hispanic, White",0
Estate Body Slob South,78,10,7930,"Not Hispanic, White",0
Estate Boetzberg,78,10,7940,"Not Hispanic, White",142
Estate Bonne Esperance 1,78,10,8075,"Not Hispanic, White",2
Estate Bonne Esperance 2,78,10,8080,"Not Hispanic, White",5
Estate Brooks Hill,78,10,8600,"Not Hispanic, White",12
Estate Bugby Hole,78,10,9300,"Not Hispanic, White",19
Estate Cain Carlton,78,10,10600,"Not Hispanic, White",14
Estate Caledonia,78,10,10800,"Not Hispanic, White",0
Estate Canaan,78,10,11525,"Not Hispanic, White",16
Estate Cane,78,10,11750,"Not Hispanic, White",45
Estate Cane Bay,78,10,11840,"Not Hispanic, White",20
Estate Cane Garden,78,10,11900,"Not Hispanic, White",27
Estate Cane Valley,78,10,12050,"Not Hispanic, White",0
Estate Carina,78,10,12500,"Not Hispanic, White",0
Estate Carlton 1 North,78,10,12750,"Not Hispanic, White",24
Estate Carlton 1 South,78,10,12800,"Not Hispanic, White",2
Estate Carlton 2,78,10,12900,"Not Hispanic, White",59
Estate Cassava Garden,78,10,13700,"Not Hispanic, White",0
Estate Castle Coakley,78,10,14600,"Not Hispanic, White",57
Estate Castle Nugent,78,10,14700,"Not Hispanic, White",0
Estate Catherines Hope,78,10,14840,"Not Hispanic, White",43
Estate Catherines Rest,78,10,14870,"Not Hispanic, White",42
Estate Clairmont,78,10,22325,"Not Hispanic, White",36
Estate Clifton Hill,78,10,22400,"Not Hispanic, White",27
Estate Coakley Bay,78,10,23200,"Not Hispanic, White",60
Estate Colquohoun,78,10,23500,"Not Hispanic, White",22
Estate Concordia East,78,10,24460,"Not Hispanic, White",59
Estate Concordia West,78,10,24500,"Not Hispanic, White",19
Estate Constitution Hill,78,10,24600,"Not Hispanic, White",24
Estate Contentment,78,10,26450,"Not Hispanic, White",7
Estate Corn Hill,78,10,27250,"Not Hispanic, White",8
Estate Cottage,78,10,27300,"Not Hispanic, White",69
Estate Cotton Garden,78,10,27400,"Not Hispanic, White",0
Estate Cotton Grove,78,10,27525,"Not Hispanic, White",0
Estate Cotton Valley,78,10,27600,"Not Hispanic, White",194
Estate Diamond East,78,10,29850,"Not Hispanic, White",49
Estate Diamond Keturah,78,10,30100,"Not Hispanic, White",4
Estate Diamond West,78,10,30300,"Not Hispanic, White",4
Estate East Street,78,10,34750,"Not Hispanic, White",160
Estate Elizas Retreat,78,10,34850,"Not Hispanic, White",4
Estate Enfield Green,78,10,35150,"Not Hispanic, White",27
Estate Envy,78,10,35450,"Not Hispanic, White",0
Estate Fangselet,78,10,35550,"Not Hispanic, White",7
Estate Fareham,78,10,35650,"Not Hispanic, White",0
Estate Fountain,78,10,36050,"Not Hispanic, White",80
Estate Frederikshaab,78,10,37700,"Not Hispanic, White",4
Estate Friedensthal,78,10,41600,"Not Hispanic, White",2
Estate Glynn,78,10,43500,"Not Hispanic, White",29
Estate Golden Grove,78,10,44250,"Not Hispanic, White",11
Estate Golden Rock,78,10,44300,"Not Hispanic, White",83
Estate Granard,78,10,45050,"Not Hispanic, White",6
Estate Grange,78,10,45150,"Not Hispanic, White",3
Estate Grange Stock,78,10,45200,"Not Hispanic, White",10
Estate Great Pond,78,10,45525,"Not Hispanic, White",8
Estate Green Cay,78,10,45575,"Not Hispanic, White",102
Estate Grove Place,78,10,46100,"Not Hispanic, White",65
Estate Gumbs Land,78,10,46150,"Not Hispanic, White",1
Estate Hams Bay,78,10,46320,"Not Hispanic, White",5
Estate Hams Bluff,78,10,46330,"Not Hispanic, White",0
Estate Hannahs Rest,78,10,46350,"Not Hispanic, White",89
Estate Hard Labor,78,10,46380,"Not Hispanic, White",0
Estate Hartman,78,10,47000,"Not Hispanic, White",0
Estate Hermitage,78,10,47600,"Not Hispanic, White",8
Estate Hermon Hill,78,10,47750,"Not Hispanic, White",142
Estate Hogensborg,78,10,48030,"Not Hispanic, White",2
Estate Hope and Carton Hill,78,10,48130,"Not Hispanic, White",37
Estate Hope East,78,10,48140,"Not Hispanic, White",44
Estate Hope West,78,10,48150,"Not Hispanic, White",5
Estate Jacks Bay,78,10,48600,"Not Hispanic, White",0
Estate Jerusalem and Figtree Hill,78,10,49700,"Not Hispanic, White",21
Estate Jolly Hill,78,10,49930,"Not Hispanic, White",5
Estate Judiths Fancy,78,10,49960,"Not Hispanic, White",217
Estate Kingshill,78,10,50550,"Not Hispanic, White",0
Estate Kramers Park,78,10,51500,"Not Hispanic, White",0
Estate La Grande Princess,78,10,51700,"Not Hispanic, White",313
Estate La Grange,78,10,53400,"Not Hispanic, White",76
Estate La Press Valley,78,10,53825,"Not Hispanic, White",0
Estate La Reine,78,10,54000,"Not Hispanic, White",29
Estate La Vallee,78,10,54200,"Not Hispanic, White",71
Estate Lebanon Hill,78,10,54300,"Not Hispanic, White",4
Estate Little Fountain,78,10,54920,"Not Hispanic, White",12
Estate Little La Grange,78,10,54930,"Not Hispanic, White",38
Estate Little Princess North,78,10,54970,"Not Hispanic, White",8
Estate Little Princess South,78,10,54975,"Not Hispanic, White",41
Estate Little Profit,78,10,54980,"Not Hispanic, White",0
Estate Longford,78,10,55100,"Not Hispanic, White",14
Estate Long Point,78,10,55200,"Not Hispanic, White",0
Estate Lower Love,78,10,55930,"Not Hispanic, White",1
Estate Lowry Hill,78,10,55960,"Not Hispanic, White",7
Estate Madam Carty,78,10,56200,"Not Hispanic, White",0
Estate Mannings Bay,78,10,56860,"Not Hispanic, White",0
Estate Marienhoj,78,10,56950,"Not Hispanic, White",10
Estate Marys Fancy,78,10,57100,"Not Hispanic, White",73
Estate Mon Bijou North,78,10,57425,"Not Hispanic, White",0
Estate Mon Bijou South,78,10,57430,"Not Hispanic, White",33
Estate Montpellier East,78,10,57530,"Not Hispanic, White",44
Estate Montpellier West,78,10,57560,"Not Hispanic, White",7
Estate Morning Star North,78,10,57650,"Not Hispanic, White",11
Estate Morning Star South,78,10,57660,"Not Hispanic, White",29
Estate Mountain,78,10,57670,"Not Hispanic, White",0
Estate Mount Eagle,78,10,57680,"Not Hispanic, White",0
Estate Mount Fancy,78,10,57690,"Not Hispanic, White",0
Estate Mount Pleasant East 1,78,10,57790,"Not Hispanic, White",15
Estate Mount Pleasant East 2,78,10,57800,"Not Hispanic, White",5
Estate Mount Pleasant West,78,10,57820,"Not Hispanic, White",18
Estate Mount Retreat,78,10,57840,"Not Hispanic, White",0
Estate Mount Stewart,78,10,57860,"Not Hispanic, White",0
Estate Mount Victory,78,10,57880,"Not Hispanic, White",5
Estate Mount Washington and Washington Hill,78,10,57900,"Not Hispanic, White",7
Estate Mount Welcome,78,10,57950,"Not Hispanic, White",48
Estate Nicholas,78,10,59000,"Not Hispanic, White",2
Estate North Grapetree Bay,78,10,59550,"Not Hispanic, White",10
Estate North Hall,78,10,59600,"Not Hispanic, White",6
Estate Northside,78,10,61325,"Not Hispanic, White",21
Estate North Slob,78,10,61450,"Not Hispanic, White",15
Estate North Star,78,10,61700,"Not Hispanic, White",0
Estate Orange Grove East,78,10,62730,"Not Hispanic, White",61
Estate Orange Grove West,78,10,62760,"Not Hispanic, White",4
Estate Oxford,78,10,63050,"Not Hispanic, White",1
Estate Paradise,78,10,63175,"Not Hispanic, White",0
Estate Parasol,78,10,63300,"Not Hispanic, White",0
Estate Pearl,78,10,63900,"Not Hispanic, White",1
Estate Peters Farm,78,10,64070,"Not Hispanic, White",11
Estate Peters Rest,78,10,64150,"Not Hispanic, White",32
Estate Petronella,78,10,64300,"Not Hispanic, White",0
Estate Pleasant Valley East,78,10,64530,"Not Hispanic, White",3
Estate Pleasant Valley West,78,10,64560,"Not Hispanic, White",0
Estate Plessen 1,78,10,64630,"Not Hispanic, White",0
Estate Plessen 2,78,10,64660,"Not Hispanic, White",7
Estate Profit,78,10,64820,"Not Hispanic, White",4
Estate Prospect Hill,78,10,64870,"Not Hispanic, White",0
Estate Prosperity East,78,10,64930,"Not Hispanic, White",5
Estate Prosperity West,78,10,64960,"Not Hispanic, White",41
Estate Punch,78,10,65020,"Not Hispanic, White",0
Estate Rattan,78,10,65150,"Not Hispanic, White",47
Estate Recovery Hill,78,10,65525,"Not Hispanic, White",0
Estate Retreat,78,10,65750,"Not Hispanic, White",11
Estate Richmond,78,10,65830,"Not Hispanic, White",22
Estate River,78,10,65860,"Not Hispanic, White",23
Estate Roberts Hill,78,10,66030,"Not Hispanic, White",0
Estate Rose Hill,78,10,66060,"Not Hispanic, White",0
Estate Ruby,78,10,66750,"Not Hispanic, White",121
Estate Rust Up Twist,78,10,66780,"Not Hispanic, White",31
Estate St. George,78,10,67000,"Not Hispanic, White",55
Estate St. Georges Hill,78,10,67100,"Not Hispanic, White",1
Estate St. John,78,10,67630,"Not Hispanic, White",138
Estate St. Peters,78,10,68000,"Not Hispanic, White",58
Estate Sallys Fancy,78,10,68530,"Not Hispanic, White",6
Estate Salt River,78,10,68560,"Not Hispanic, White",56
Estate Seven Hills,78,10,69200,"Not Hispanic, White",39
Estate Shoys,78,10,69600,"Not Hispanic, White",50
Estate Sight,78,10,70260,"Not Hispanic, White",16
Estate Sion Farm,78,10,71300,"Not Hispanic, White",41
Estate Sion Hill,78,10,71600,"Not Hispanic, White",71
Estate Solitude East,78,10,73650,"Not Hispanic, White",29
Estate Solitude West,78,10,73660,"Not Hispanic, White",0
Estate Southgate,78,10,74000,"Not Hispanic, White",58
Estate South Grapetree Bay,78,10,74400,"Not Hispanic, White",15
Estate South Slob,78,10,75100,"Not Hispanic, White",19
Estate Sprat Hall,78,10,75950,"Not Hispanic, White",46
Estate Springfield,78,10,76100,"Not Hispanic, White",0
Estate Spring Garden,78,10,76200,"Not Hispanic, White",3
Estate Spring Gut,78,10,76300,"Not Hispanic, White",3
Estate Stony Ground,78,10,76500,"Not Hispanic, White",5
Estate Strawberry Hill,78,10,77100,"Not Hispanic, White",55
Estate Sweet Bottom,78,10,77700,"Not Hispanic, White",0
Estate Teague Bay,78,10,77760,"Not Hispanic, White",82
Estate The Springs,78,10,78000,"Not Hispanic, White",0
Estate Thomas,78,10,78100,"Not Hispanic, White",3
Estate Tipperary,78,10,78200,"Not Hispanic, White",36
Estate Turner Hole,78,10,78250,"Not Hispanic, White",13
Estate Two Brothers,78,10,79500,"Not Hispanic, White",155
Estate Two Friends,78,10,79700,"Not Hispanic, White",0
Estate Union and Mount Washington,78,10,79900,"Not Hispanic, White",89
Estate Upper Bethlehem,78,10,80230,"Not Hispanic, White",1
Estate Upper Love,78,10,80400,"Not Hispanic, White",57
Estate Waldberggaard,78,10,81900,"Not Hispanic, White",0
Estate Wheel of Fortune,78,10,84100,"Not Hispanic, White",31
Estate Whim,78,10,84800,"Not Hispanic, White",176
Estate White Lady,78,10,84900,"Not Hispanic, White",0
Estate Whites Bay 1,78,10,85100,"Not Hispanic, White",17
Estate Whites Bay 2,78,10,85200,"Not Hispanic, White",0
Estate William,78,10,85550,"Not Hispanic, White",4
Estate Williams Delight,78,10,85630,"Not Hispanic, White",54
Estate Wills Bay,78,10,85660,"Not Hispanic, White",0
Estate Windsor,78,10,85820,"Not Hispanic, White",13
Estate Wood Cottage,78,10,85870,"Not Hispanic, White",0
Estate Work and Rest,78,10,85900,"Not Hispanic, White",94
Estate Yellow Cliff,78,10,85950,"Not Hispanic, White",3
Estate Adrian,78,20,60,"Not Hispanic, White",38
Estate Annaberg,78,20,3520,"Not Hispanic, White",43
Estate Bellevue,78,20,6275,"Not Hispanic, White",18
Estate Bethany,78,20,6500,"Not Hispanic, White",75
Estate Beverhoutberg and Esperance,78,20,7750,"Not Hispanic, White",3
Estate Bordeaux,78,20,8300,"Not Hispanic, White",0
Estate Browns Bay,78,20,8700,"Not Hispanic, White",0
Estate Calabash Boom,78,20,10750,"Not Hispanic, White",35
Estate Caneel Bay,78,20,11870,"Not Hispanic, White",34
Estate Carolina,78,20,13650,"Not Hispanic, White",267
Estate Chocolate Hole and Great Cruz Bay,78,20,19200,"Not Hispanic, White",84
Estate Concordia A,78,20,24420,"Not Hispanic, White",22
Estate Concordia B,78,20,24440,"Not Hispanic, White",0
Estate Contant,78,20,25350,"Not Hispanic, White",39
Estate Denis Bay,78,20,29400,"Not Hispanic, White",5
Estate Emmaus,78,20,35100,"Not Hispanic, White",45
Estate Enighed,78,20,35250,"Not Hispanic, White",216
Estate Fish Bay,78,20,35750,"Not Hispanic, White",115
Estate Fortberg,78,20,35775,"Not Hispanic, White",8
Estate Glucksberg and Grunwald,78,20,43100,"Not Hispanic, White",115
Estate Great Cinnamon Bay,78,20,45300,"Not Hispanic, White",2
Estate Hammer Farm,78,20,46200,"Not Hispanic, White",13
Estate Hansen Bay,78,20,46360,"Not Hispanic, White",31
Estate Haulover,78,20,47230,"Not Hispanic, White",0
Estate Hawksnest,78,20,47250,"Not Hispanic, White",2
Estate Hermitage,78,20,47700,"Not Hispanic, White",0
Estate Hope,78,20,48110,"Not Hispanic, White",5
Estate Johns Folly,78,20,49875,"Not Hispanic, White",10
Estate Lameshur,78,20,53805,"Not Hispanic, White",2
Estate Leinster Bay,78,20,54550,"Not Hispanic, White",0
Estate Little Plantation,78,20,54960,"Not Hispanic, White",43
Estate Lovango Cay,78,20,55600,"Not Hispanic, White",3
Estate Maho Bay,78,20,56680,"Not Hispanic, White",1
Estate Mandal,78,20,56760,"Not Hispanic, White",12
Estate Molendal and Little Reef Bay,78,20,57330,"Not Hispanic, White",0
Estate Mount Pleasant and Retreat,78,20,57770,"Not Hispanic, White",0
Estate New Renobath,78,20,58850,"Not Hispanic, White",3
Estate Number 1 of Susannaberg,78,20,62540,"Not Hispanic, White",0
Estate Number 1 of Trunk Bay,78,20,62560,"Not Hispanic, White",2
Estate Parcel of Concordia,78,20,63400,"Not Hispanic, White",0
Estate Parcel of Gift and Regenback,78,20,63500,"Not Hispanic, White",32
Estate Pastory,78,20,63600,"Not Hispanic, White",117
Estate Peter Bay,78,20,64030,"Not Hispanic, White",8
Estate Reef Bay,78,20,65610,"Not Hispanic, White",0
Estate Rendezvous and Ditlef,78,20,65650,"Not Hispanic, White",41
Estate Rustenberg and Adventure,78,20,66765,"Not Hispanic, White",0
Estate St. Quaco and Zimmerman,78,20,68200,"Not Hispanic, White",35
Estate San Soucci,78,20,68650,"Not Hispanic, White",11
Estate Sieben,78,20,70230,"Not Hispanic, White",0
Estate Susannaberg,78,20,77650,"Not Hispanic, White",7
Estate Zootenvaal,78,20,86100,"Not Hispanic, White",7
Estate Adelphi,78,30,30,"Not Hispanic, White",0
Estate Agnes Fancy,78,30,80,"Not Hispanic, White",80
Estate Annas Fancy,78,30,3670,"Not Hispanic, White",7
Estate Annas Retreat,78,30,5520,"Not Hispanic, White",209
Estate Bakkero,78,30,5560,"Not Hispanic, White",161
Estate Bolongo,78,30,7950,"Not Hispanic, White",170
Estate Bonne Esperance,78,30,8060,"Not Hispanic, White",44
Estate Bonne Resolution,78,30,8100,"Not Hispanic, White",141
Estate Bordeaux,78,30,8400,"Not Hispanic, White",7
Estate Bovoni,78,30,8500,"Not Hispanic, White",54
Estate Canaan and Sherpenjewel,78,30,11650,"Not Hispanic, White",22
Estate Caret Bay,78,30,12400,"Not Hispanic, White",161
Estate Charlotte Amalie,78,30,17300,"Not Hispanic, White",14
Estate Contant,78,30,26300,"Not Hispanic, White",263
Estate Crown and Hawk,78,30,27850,"Not Hispanic, White",8
Estate Demarara,78,30,29100,"Not Hispanic, White",129
Estate Donoe,78,30,30550,"Not Hispanic, White",24
Estate Dorothea,78,30,30650,"Not Hispanic, White",191
Estate Eastern Water Island,78,30,34700,"Not Hispanic, White",14
Estate Elizabeth,78,30,34800,"Not Hispanic, White",54
Estate Fortuna,78,30,35890,"Not Hispanic, White",80
Estate Fortuna Hill,78,30,35900,"Not Hispanic, White",16
Estate Frenchman Bay,78,30,40300,"Not Hispanic, White",327
Estate Frydendal,78,30,42450,"Not Hispanic, White",77
Estate Frydenhoj,78,30,42500,"Not Hispanic, White",125
Estate Great St. James Island,78,30,45550,"Not Hispanic, White",0
Estate Hassel Island,78,30,47100,"Not Hispanic, White",10
Estate Herleins Kob,78,30,47300,"Not Hispanic, White",0
Estate Hoffman,78,30,47950,"Not Hispanic, White",0
Estate Honduras,78,30,48060,"Not Hispanic, White",216
Estate Hope,78,30,48120,"Not Hispanic, White",14
Estate Hospital Ground,78,30,48160,"Not Hispanic, White",42
Estate Hull,78,30,48180,"Not Hispanic, White",336
Estate Inner Brass Island,78,30,48500,"Not Hispanic, White",0
Estate John Brewers Bay,78,30,49750,"Not Hispanic, White",1
Estate Kings Quarter,78,30,50575,"Not Hispanic, White",198
Estate Langmath Mariendal,78,30,53810,"Not Hispanic, White",37
Estate Lerkenlund,78,30,54650,"Not Hispanic, White",494
Estate Lilliendal and Marienhoj,78,30,54825,"Not Hispanic, White",39
Estate Lindbergh Bay,78,30,54875,"Not Hispanic, White",163
Estate Little St. James Island,78,30,54990,"Not Hispanic, White",0
Estate Little St. Thomas,78,30,54995,"Not Hispanic, White",4
Estate Lovenlund,78,30,55800,"Not Hispanic, White",374
Estate Lower John Dunko,78,30,55850,"Not Hispanic, White",20
Estate Mafolie,78,30,56620,"Not Hispanic, White",71
Estate Magens Bay,78,30,56630,"Not Hispanic, White",0
Estate Mandal,78,30,56840,"Not Hispanic, White",193
Estate Misgunst,78,30,57320,"Not Hispanic, White",54
Estate Nadir,78,30,58150,"Not Hispanic, White",36
Estate Nazareth,78,30,58400,"Not Hispanic, White",551
Estate Neltjeberg,78,30,58750,"Not Hispanic, White",10
Estate New Herrnhut,78,30,58825,"Not Hispanic, White",3
Estate Nisky,78,30,59200,"Not Hispanic, White",10
Estate Outer Brass Island,78,30,62800,"Not Hispanic, White",0
Estate Pearl,78,30,63950,"Not Hispanic, White",51
Estate Perseverance,78,30,64010,"Not Hispanic, White",1
Estate Peterborg,78,30,64050,"Not Hispanic, White",139
Estate Queens Quarter,78,30,65070,"Not Hispanic, White",41
Estate Raphune,78,30,65125,"Not Hispanic, White",26
Estate Ross,78,30,66200,"Not Hispanic, White",3
Estate St. Joseph and Rosendal,78,30,67660,"Not Hispanic, White",198
Estate St. Peter,78,30,67800,"Not Hispanic, White",163
Estate Santa Maria,78,30,68800,"Not Hispanic, White",8
Estate Smith Bay,78,30,72500,"Not Hispanic, White",338
Estate Solberg,78,30,73550,"Not Hispanic, White",184
Estate Sorgenfri,78,30,73800,"Not Hispanic, White",29
Estate Staabi,78,30,76400,"Not Hispanic, White",0
Estate Tabor and Harmony,78,30,77730,"Not Hispanic, White",88
Estate Thomas,78,30,78150,"Not Hispanic, White",112
Estate Upper John Dunko,78,30,80260,"Not Hispanic, White",51
Estate Western Water Island,78,30,83500,"Not Hispanic, White",137
Estate Wintberg,78,30,85850,"Not Hispanic, White",232
Estate Zufriedenheit,78,30,86200,"Not Hispanic, White",13
Charlotte Amalie town,78,30,-1,"Not Hispanic, White",632
Charlotte Amalie East CDP,78,30,-1,"Not Hispanic, White",75
Charlotte Amalie West CDP,78,30,-1,"Not Hispanic, White",342
Christiansted town,78,10,-1,"Not Hispanic, White",186
Coral Bay CDP,78,20,-1,"Not Hispanic, White",338
Cruz Bay CDP,78,20,-1,"Not Hispanic, White",903
Frederiksted town,78,10,-1,"Not Hispanic, White",51
Frederiksted Southeast CDP,78,10,-1,"Not Hispanic, White",143
Red Hook CDP,78,30,-1,"Not Hispanic, White",234
Tutu CDP,78,30,-1,"Not Hispanic, White",227
United States Virgin Islands,78,-1,-1,"Not Hispanic, Other",3170
St. Croix Island,78,10,-1,"Not Hispanic, Other",1405
Anna's Hope Village subdistrict,78,10,-1,"Not Hispanic, Other",145
Christiansted subdistrict,78,10,-1,"Not Hispanic, Other",63
East End subdistrict,78,10,-1,"Not Hispanic, Other",85
Frederiksted subdistrict,78,10,-1,"Not Hispanic, Other",70
Northcentral subdistrict,78,10,-1,"Not Hispanic, Other",72
Northwest subdistrict,78,10,-1,"Not Hispanic, Other",122
Sion Farm subdistrict,78,10,-1,"Not Hispanic, Other",456
Southcentral subdistrict,78,10,-1,"Not Hispanic, Other",218
Southwest subdistrict,78,10,-1,"Not Hispanic, Other",174
St. John Island,78,20,-1,"Not Hispanic, Other",108
Central subdistrict,78,20,-1,"Not Hispanic, Other",24
Coral Bay subdistrict,78,20,-1,"Not Hispanic, Other",19
Cruz Bay subdistrict,78,20,-1,"Not Hispanic, Other",62
East End subdistrict,78,20,-1,"Not Hispanic, Other",3
St. Thomas Island,78,30,-1,"Not Hispanic, Other",1657
Charlotte Amalie subdistrict,78,30,-1,"Not Hispanic, Other",456
East End subdistrict,78,30,-1,"Not Hispanic, Other",137
